,wav_filename,wav_filesize,transcript
165,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_87.wav,224042,and and the related question is that in the segment in the segment to say
166,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_88.wav,224042,segment which is disclosed commercial mining is is one line item i believe this primarly corresponds to car cycles
167,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_89.wav,224042,is that you understanding correct yes yes sir understand sir
168,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_9.wav,224042,director enterprises and ceo  natural resources mister robbie singh cfo
169,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_90.wav,224042,okay my last question is there on on the on the solar t v we have done
170,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_91.wav,224042,very good job in the sense the numbers are are are are are are very good for the quarter and i believe
171,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_92.wav,224042,a large amount to the to the to the to the third countries could you please specify which
172,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_93.wav,224042,the countries with familiar we were exporting our bottles right now some ballpark
173,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_94.wav,224042,primarily us europe overall
174,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_95.wav,224042,understood the customer that's it from my side thank you
175,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_96.wav,224042,thank you before we take the next question like to remind participants that you may
176,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_97.wav,224042,star and one to ask a question
177,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_98.wav,224042,the next question is from the line of aditya bhartia from investec capital please go ahead
178,C:\Users\deepanshunirvan\Desktop\Deepanshu\DistrictD\DemoData\audio\audio_1696249517_99.wav,224042,hi sir so could you share some details on the progress of creating green hydrogen ecosystem
